Objectid ,Straat ,Type_en_merk ,Aantal ,geo_shape,geo_point_2d,neighbourhood,avg_income
637,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.456084295792638, 51.44113898672965], ""type"": ""Point""}","51.44113898672965, 5.456084295792638",Philipsdorp,"42,1"
638,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.456014149511044, 51.44115803028383], ""type"": ""Point""}","51.44115803028383, 5.456014149511044",Philipsdorp,"42,1"
639,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.455951005531531, 51.44117561349407], ""type"": ""Point""}","51.44117561349407, 5.455951005531531",Philipsdorp,"42,1"
640,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.4563789590720875, 51.441061320591515], ""type"": ""Point""}","51.441061320591515, 5.4563789590720875",Philipsdorp,"42,1"
641,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.456458463955002, 51.4410393409417], ""type"": ""Point""}","51.4410393409417, 5.456458463955002",Philipsdorp,"42,1"
642,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.4565590188327775, 51.44101296222121], ""type"": ""Point""}","51.44101296222121, 5.4565590188327775",Philipsdorp,"42,1"
644,Strijpsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.456718042575609, 51.44096901160235], ""type"": ""Point""}","51.44096901160235, 5.456718042575609",Philipsdorp,"42,1"
648,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.393329525983253, 51.458063596907756], ""type"": ""Point""}","51.458063596907756, 5.393329525983253",Flight Forum,.
650,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.393504117034662, 51.45808429701816], ""type"": ""Point""}","51.45808429701816, 5.393504117034662",Flight Forum,.
651,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.393594736233401, 51.45809395465737], ""type"": ""Point""}","51.45809395465737, 5.393594736233401",Flight Forum,.
653,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.3945155642178655, 51.45819615312234], ""type"": ""Point""}","51.45819615312234, 5.3945155642178655",Flight Forum,.
654,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.394620198430082, 51.45820756183665], ""type"": ""Point""}","51.45820756183665, 5.394620198430082",Flight Forum,.
656,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.394804545957255, 51.45822829530734], ""type"": ""Point""}","51.45822829530734, 5.394804545957255",Flight Forum,.
657,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.3948958852578475, 51.45823867097936], ""type"": ""Point""}","51.45823867097936, 5.3948958852578475",Flight Forum,.
659,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.395047023699689, 51.45825421988307], ""type"": ""Point""}","51.45825421988307, 5.395047023699689",Flight Forum,.
664,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.395759451165633, 51.457946018597916], ""type"": ""Point""}","51.457946018597916, 5.395759451165633",Flight Forum,.
665,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.39580927202515, 51.4579148960532], ""type"": ""Point""}","51.4579148960532, 5.39580927202515",Flight Forum,.
667,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396103189447711, 51.45773226855245], ""type"": ""Point""}","51.45773226855245, 5.396103189447711",Flight Forum,.
552,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478102811615058, 51.469744955245865], ""type"": ""Point""}","51.469744955245865, 5.478102811615058",Winkelcentrum,"38,7"
554,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477706747259477, 51.46984263779456], ""type"": ""Point""}","51.46984263779456, 5.477706747259477",Winkelcentrum,"38,7"
556,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477786851181243, 51.469841218228446], ""type"": ""Point""}","51.469841218228446, 5.477786851181243",Winkelcentrum,"38,7"
562,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478022871409042, 51.469835632226435], ""type"": ""Point""}","51.469835632226435, 5.478022871409042",Winkelcentrum,"38,7"
564,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4780921524254875, 51.46983422089051], ""type"": ""Point""}","51.46983422089051, 5.4780921524254875",Winkelcentrum,"38,7"
567,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.477711158934411, 51.46988996861273], ""type"": ""Point""}","51.46988996861273, 5.477711158934411",Winkelcentrum,"38,7"
580,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4781507248567, 51.46988286669698], ""type"": ""Point""}","51.46988286669698, 5.4781507248567",Winkelcentrum,"38,7"
584,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4778131204155445, 51.469980494948054], ""type"": ""Point""}","51.469980494948054, 5.4778131204155445",Winkelcentrum,"38,7"
594,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.478153064554674, 51.469973470492256], ""type"": ""Point""}","51.469973470492256, 5.478153064554674",Winkelcentrum,"38,7"
595,Frederiklaan,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.455993108656147, 51.441731672624805], ""type"": ""Point""}","51.441731672624805, 5.455993108656147",Schoot,"37,2"
599,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.4555878597291985, 51.441568012133054], ""type"": ""Point""}","51.441568012133054, 5.4555878597291985",Philipsdorp,"42,1"
605,St Trudoplein,Parkeerplaats,1.0,"{""coordinates"": [5.455095017809722, 51.44151870129568], ""type"": ""Point""}","51.44151870129568, 5.455095017809722",Schoot,"37,2"
669,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396232711426066, 51.45765444340901], ""type"": ""Point""}","51.45765444340901, 5.396232711426066",Flight Forum,.
672,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396390458637122, 51.45755690369203], ""type"": ""Point""}","51.45755690369203, 5.396390458637122",Flight Forum,.
675,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396780687182768, 51.457313053780624], ""type"": ""Point""}","51.457313053780624, 5.396780687182768",Flight Forum,.
679,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396976626679672, 51.45718853501266], ""type"": ""Point""}","51.45718853501266, 5.396976626679672",Flight Forum,.
680,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397033092286788, 51.457153249608936], ""type"": ""Point""}","51.457153249608936, 5.397033092286788",Flight Forum,.
681,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397087889465931, 51.45712108339039], ""type"": ""Point""}","51.45712108339039, 5.397087889465931",Flight Forum,.
710,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.398263693726842, 51.4570550878044], ""type"": ""Point""}","51.4570550878044, 5.398263693726842",Flight Forum,.
712,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.3983786430980345, 51.457127992592646], ""type"": ""Point""}","51.457127992592646, 5.3983786430980345",Flight Forum,.
713,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.398444090263551, 51.45716996319506], ""type"": ""Point""}","51.45716996319506, 5.398444090263551",Flight Forum,.
718,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.3988561732609055, 51.457430637879646], ""type"": ""Point""}","51.457430637879646, 5.3988561732609055",Flight Forum,.
724,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.3976498671854936, 51.454449511632866], ""type"": ""Point""}","51.454449511632866, 5.3976498671854936",Flight Forum,.
725,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.3976714572385385, 51.45448994965098], ""type"": ""Point""}","51.45448994965098, 5.3976714572385385",Flight Forum,.
726,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397696975326401, 51.45453161874871], ""type"": ""Point""}","51.45453161874871, 5.397696975326401",Flight Forum,.
727,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397718551638317, 51.45457451965362], ""type"": ""Point""}","51.45457451965362, 5.397718551638317",Flight Forum,.
730,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.39780686781785, 51.454730159172875], ""type"": ""Point""}","51.454730159172875, 5.39780686781785",Flight Forum,.
732,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.39786966356427, 51.454833100477074], ""type"": ""Point""}","51.454833100477074, 5.39786966356427",Flight Forum,.
735,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397950122377621, 51.45497648907152], ""type"": ""Point""}","51.45497648907152, 5.397950122377621",Flight Forum,.
683,Freddy van Riemsdijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397214084429201, 51.45704325742259], ""type"": ""Point""}","51.45704325742259, 5.397214084429201",Flight Forum,.
688,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397747118340361, 51.45673402594227], ""type"": ""Point""}","51.45673402594227, 5.397747118340361",Flight Forum,.
690,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.3976590945973, 51.45667800774874], ""type"": ""Point""}","51.45667800774874, 5.3976590945973",Flight Forum,.
694,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397380045063834, 51.45650165757681], ""type"": ""Point""}","51.45650165757681, 5.397380045063834",Flight Forum,.
700,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396907163659684, 51.45597810037209], ""type"": ""Point""}","51.45597810037209, 5.396907163659684",Flight Forum,.
702,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.396969069130216, 51.45609077695404], ""type"": ""Point""}","51.45609077695404, 5.396969069130216",Flight Forum,.
704,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397023921115942, 51.4561857823985], ""type"": ""Point""}","51.4561857823985, 5.397023921115942",Flight Forum,.
705,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.397879910139847, 51.45681981930882], ""type"": ""Point""}","51.45681981930882, 5.397879910139847",Flight Forum,.
709,Beatrix de Rijkweg,Parkeerplaats,1.0,"{""coordinates"": [5.398194721563133, 51.45701201183599], ""type"": ""Point""}","51.45701201183599, 5.398194721563133",Flight Forum,.
738,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397471281489745, 51.454140677374966], ""type"": ""Point""}","51.454140677374966, 5.397471281489745",Flight Forum,.
741,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397027775300793, 51.45336000606586], ""type"": ""Point""}","51.45336000606586, 5.397027775300793",Flight Forum,.
746,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.397172995025997, 51.45361859731771], ""type"": ""Point""}","51.45361859731771, 5.397172995025997",Flight Forum,.
748,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.39686882990681, 51.45309038670666], ""type"": ""Point""}","51.45309038670666, 5.39686882990681",Flight Forum,.
752,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.396123263494737, 51.45234896385219], ""type"": ""Point""}","51.45234896385219, 5.396123263494737",Flight Forum,.
758,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.396448946137747, 51.45263449863779], ""type"": ""Point""}","51.45263449863779, 5.396448946137747",Flight Forum,.
762,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.395927068917871, 51.45217004178358], ""type"": ""Point""}","51.45217004178358, 5.395927068917871",Flight Forum,.
825,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.390123095492717, 51.45347028770958], ""type"": ""Point""}","51.45347028770958, 5.390123095492717",Flight Forum,.
826,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.390208997199108, 51.45343288344907], ""type"": ""Point""}","51.45343288344907, 5.390208997199108",Flight Forum,.
827,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.390289690826872, 51.453397106226284], ""type"": ""Point""}","51.453397106226284, 5.390289690826872",Flight Forum,.
828,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389027293416525, 51.45395006512497], ""type"": ""Point""}","51.45395006512497, 5.389027293416525",Flight Forum,.
835,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389506227615762, 51.453738641887334], ""type"": ""Point""}","51.453738641887334, 5.389506227615762",Flight Forum,.
836,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.3895791104600965, 51.45370773718845], ""type"": ""Point""}","51.45370773718845, 5.3895791104600965",Flight Forum,.
838,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389748297269644, 51.45363618336634], ""type"": ""Point""}","51.45363618336634, 5.389748297269644",Flight Forum,.
840,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389896651569149, 51.453569501696236], ""type"": ""Point""}","51.453569501696236, 5.389896651569149",Flight Forum,.
844,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.388696726928895, 51.4540948062526], ""type"": ""Point""}","51.4540948062526, 5.388696726928895",Flight Forum,.
845,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.388806052691764, 51.454044387066716], ""type"": ""Point""}","51.454044387066716, 5.388806052691764",Flight Forum,.
846,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.388897150224749, 51.45400535673637], ""type"": ""Point""}","51.45400535673637, 5.388897150224749",Flight Forum,.
847,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.388759198157961, 51.45416960896292], ""type"": ""Point""}","51.45416960896292, 5.388759198157961",Flight Forum,.
850,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389009083701191, 51.454060653040926], ""type"": ""Point""}","51.454060653040926, 5.389009083701191",Flight Forum,.
853,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.389243344007842, 51.45395818671932], ""type"": ""Point""}","51.45395818671932, 5.389243344007842",Flight Forum,.
859,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389321482456116, 51.45495833619888], ""type"": ""Point""}","51.45495833619888, 5.389321482456116",Flight Forum,.
860,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389376142321586, 51.4550071255313], ""type"": ""Point""}","51.4550071255313, 5.389376142321586",Flight Forum,.
863,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389516713065829, 51.455129089671956], ""type"": ""Point""}","51.455129089671956, 5.389516713065829",Flight Forum,.
766,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.3953071148315965, 51.45161610748657], ""type"": ""Point""}","51.45161610748657, 5.3953071148315965",Flight Forum,.
768,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.39545425374264, 51.45175214028895], ""type"": ""Point""}","51.45175214028895, 5.39545425374264",Flight Forum,.
774,Adriaan Mulderweg,Parkeerplaats,1.0,"{""coordinates"": [5.395776000205731, 51.45203645479988], ""type"": ""Point""}","51.45203645479988, 5.395776000205731",Flight Forum,.
776,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.39489597529582, 51.451485656867455], ""type"": ""Point""}","51.451485656867455, 5.39489597529582",Flight Forum,.
778,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.394765224654548, 51.45143587751688], ""type"": ""Point""}","51.45143587751688, 5.394765224654548",Flight Forum,.
780,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.394583409702025, 51.451516311244255], ""type"": ""Point""}","51.451516311244255, 5.394583409702025",Flight Forum,.
787,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.3924628914893376, 51.45244315430198], ""type"": ""Point""}","51.45244315430198, 5.3924628914893376",Flight Forum,.
789,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.392622243593062, 51.45237548889113], ""type"": ""Point""}","51.45237548889113, 5.392622243593062",Flight Forum,.
793,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.392938888793528, 51.45223761372996], ""type"": ""Point""}","51.45223761372996, 5.392938888793528",Flight Forum,.
794,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393041041718033, 51.45219293471787], ""type"": ""Point""}","51.45219293471787, 5.393041041718033",Flight Forum,.
796,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393184034669358, 51.45212526939954], ""type"": ""Point""}","51.45212526939954, 5.393184034669358",Flight Forum,.
798,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393367897566111, 51.4520461231186], ""type"": ""Point""}","51.4520461231186, 5.393367897566111",Flight Forum,.
799,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393463921540985, 51.452005264259824], ""type"": ""Point""}","51.452005264259824, 5.393463921540985",Flight Forum,.
801,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393901097756327, 51.451816324010366], ""type"": ""Point""}","51.451816324010366, 5.393901097756327",Flight Forum,.
802,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.393978721366104, 51.451780580382625], ""type"": ""Point""}","51.451780580382625, 5.393978721366104",Flight Forum,.
803,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.39404817435712, 51.45175121915851], ""type"": ""Point""}","51.45175121915851, 5.39404817435712",Flight Forum,.
807,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.3922851687805435, 51.45252485165555], ""type"": ""Point""}","51.45252485165555, 5.3922851687805435",Flight Forum,.
810,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.391284130277513, 51.4529614551955], ""type"": ""Point""}","51.4529614551955, 5.391284130277513",Flight Forum,.
815,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.391668196793258, 51.45279421495083], ""type"": ""Point""}","51.45279421495083, 5.391668196793258",Flight Forum,.
818,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.390776410916307, 51.453184050605365], ""type"": ""Point""}","51.453184050605365, 5.390776410916307",Flight Forum,.
820,Jan Hilgersweg,Parkeerplaats,1.0,"{""coordinates"": [5.390919569013801, 51.45312224865597], ""type"": ""Point""}","51.45312224865597, 5.390919569013801",Flight Forum,.
869,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.388915400219729, 51.45459406023886], ""type"": ""Point""}","51.45459406023886, 5.388915400219729",Flight Forum,.
874,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389670637042818, 51.4552684643715], ""type"": ""Point""}","51.4552684643715, 5.389670637042818",Flight Forum,.
876,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389781181408519, 51.45536774150716], ""type"": ""Point""}","51.45536774150716, 5.389781181408519",Flight Forum,.
878,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389882517658097, 51.45545694247814], ""type"": ""Point""}","51.45545694247814, 5.389882517658097",Flight Forum,.
879,Luchthavenweg,Parkeerplaats,1.0,"{""coordinates"": [5.389928574642613, 51.455500104864015], ""type"": ""Point""}","51.455500104864015, 5.389928574642613",Flight Forum,.
883,Marinus van Meelweg,Parkeerplaats,1.0,"{""coordinates"": [5.390543493960724, 51.45564684515474], ""type"": ""Point""}","51.45564684515474, 5.390543493960724",Flight Forum,.
885,Marinus van Meelweg,Parkeerplaats,1.0,"{""coordinates"": [5.390707003323746, 51.45557490360965], ""type"": ""Point""}","51.45557490360965, 5.390707003323746",Flight Forum,.
